calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,grow_all,n_rate_rvws,n_reported_effects,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
--position:67.6138306449477%,,,,"66,%,64,%,55,%,54,%,38,%,34,%,31,%,28,%,23,%,17,%,21,%,10,%,7,%,5,%,4,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Creative, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Muscle spasms, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,213,146 people reported 1198 effects,Cherry Pie,Granddaddy Purple,"Silver Spring, MD,Seattle, WA,Everett, WA,Baltimore, MD,Bellingham, WA,Bingen, WA,Ritzville, WA,Rockville, MD,Spokane, WA,Walla Walla, WA",Hybrid,4.5 ,Phantom Cookies,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",19
--position:37.384053130566976%,,,,"69,%,57,%,50,%,45,%,42,%,30,%,26,%,26,%,23,%,16,%,28,%,23,%,9,%,2,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Hungry, ,Pain, ,Depression, ,Anxiety, ,Stress, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",,67,42 people reported 325 effects,,,"Oklahoma City, OK,Seattle, WA,Portland, OR,San Francisco, CA,Clarkston, WA,Newport, OR,Spokane Valley, WA,Spokane, WA,Torrance, CA,Cottage Grove, OR",Hybrid,4.5 ,Cookie Dough,"width:170%,width:114%,width:58%","Peppery,Herbal,Citrus","Caryophyllene,Myrcene,Limonene",18
--position:85.41893512391245%,,,,"58,%,51,%,44,%,39,%,36,%,38,%,31,%,25,%,25,%,17,%,36,%,23,%,9,%,7,%,7,%","Happy, ,Uplifted, ,Euphoric, ,Energetic, ,Relaxed, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Headache, ,Dizzy, ,Paranoid, ",,176,136 people reported 985 effects,,,"Silver Spring, MD,Denver, CO,Portland, OR,Oklahoma City, OK,Bellingham, WA,Los Angeles, CA,Phoenix, AZ,Colorado Springs, CO,Seattle, WA,Detroit, MI",Sativa,4.2 ,Strawberry,,,,14.5
--position:98.47072799831524%,,,,"83,%,77,%,56,%,52,%,52,%,35,%,31,%,25,%,12,%,12,%,18,%,14,%,8,%,8,%,2,%","Happy, ,Uplifted, ,Energetic, ,Creative, ,Euphoric, ,Depression, ,Stress, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",,73,48 people reported 377 effects,,,"Detroit, MI,Ann Arbor, MI,Burton, MI,Battle Creek, MI,Bowie, MD,Ferndale, MI,Mountlake Terrace, WA,Portland, OR,Rockville, MD,Adrian, MI",Sativa,4.7 ,Sunshine,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",23.5
--position:48.9653308616952%,,,,,,,27,,Pineapple Trainwreck,Cookie Monster,"Portland, OR,Salem, OR,Eugene, OR,Los Angeles, CA,San Francisco, CA,Las Vegas, NV,San Diego, CA,Bend, OR,Medford, OR,Roseburg, OR",Hybrid,4.7 ,Pineapple Upside Down Cake,,,,
,,,,,,,11,,,,,Hybrid,4.9 ,Strawberry Switchblade,,,,
--position:3.7072740130980386%,,,,"79,%,66,%,54,%,33,%,33,%,50,%,41,%,41,%,31,%,29,%,31,%,27,%,6,%,6,%,2,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Uplifted, ,Stress, ,Anxiety, ,Pain, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,65,48 people reported 440 effects,,,,Indica,4.7 ,El Chapo OG,,,,
--position:85.17274396816758%,,Sweet Jesus,Frosty Jesus,"57,%,54,%,50,%,49,%,41,%,32,%,29,%,26,%,23,%,15,%,22,%,13,%,6,%,4,%,4,%","Happy, ,Euphoric, ,Uplifted, ,Relaxed, ,Focused, ,Stress, ,Depression, ,Anxiety, ,Pain, ,PTSD, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Dizzy, ",,374,246 people reported 1879 effects,Hell's OG,Jack the Ripper,"Silver Spring, MD,Seattle, WA,Bellingham, WA,Everson, WA,Everett, WA,Bothell, WA,Ocean Shores, WA,Puyallup, WA,Freeland, WA,Portland, OR",Indica,4.5 ,Jesus OG,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",19.5
--position:18.187481547726016%,,,,"76,%,52,%,49,%,34,%,33,%,34,%,31,%,22,%,22,%,17,%,33,%,19,%,7,%,6,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",,94,63 people reported 473 effects,White Widow,GSC,"Portland, OR,Colorado Springs, CO,Eugene, OR,Lincoln City, OR,Medford, OR,Astoria, OR,Lone Grove, OK,Mead, OK,Myrtle Creek, OR,Oklahoma City, OK",Hybrid,4.4 ,White Cookies,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",17
--position:20.905515061855663%,12.5,WTF,Swiss Tsunami,"72,%,42,%,32,%,30,%,21,%,43,%,38,%,35,%,24,%,21,%,14,%,7,%,3,%,1,%,1,%","Relaxed, ,Happy, ,Focused, ,Uplifted, ,Euphoric, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Inflammation, ,Dry mouth, ,Dry eyes, ,Headache, ,Anxious, ,Dizzy, ",,237,185 people reported 1262 effects,NYC Diesel,Sour Diesel,"Silver Spring, MD,Seattle, WA,Spokane, WA,Oak Harbor, WA,Bellingham, WA,Denver, CO,Everson, WA,Everett, WA,Portland, OR,Longmont, CO",Hybrid,4.4 ,Sour Tsunami,"width:170%,width:114%,width:58%","Herbal,Fruity,Pine","Myrcene,Terpinolene,Pinene",12.5
--position:87.20589208636717%,,,,"62,%,56,%,53,%,50,%,40,%,43,%,40,%,34,%,28,%,21,%,18,%,6,%,3,%,3,%","Happy, ,Relaxed, ,Energetic, ,Uplifted, ,Focused, ,Anxiety, ,Pain, ,Stress, ,Depression, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Anxious, ,Headache, ",,50,32 people reported 243 effects,,,"Portland, OR,Eugene, OR,San Diego, CA,Bend, OR,Medford, OR,Salem, OR,Beaverton, OR,Pendleton, OR,Las Vegas, NV,Roseburg, OR",Hybrid,4.7 ,Royal Highness,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",16
--position:39.04389070976554%,,,,"57,%,56,%,48,%,38,%,30,%,35,%,24,%,24,%,17,%,15,%,35,%,23,%,11,%,7,%,6,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Hungry, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",,316,214 people reported 1546 effects,South Indian Sativa,South American,"Portland, OR,Oak Harbor, WA,Eugene, OR,Salem, OR,Everett, WA,Pendleton, OR,Shelton, WA,Aberdeen, WA,Ashland, OR,Bremerton, WA",Hybrid,4.1 ,Black Widow,,,,
--position:99.07232686635541%,,,,"65,%,57,%,54,%,53,%,51,%,42,%,33,%,27,%,23,%,15,%,30,%,21,%,7,%,7,%,5,%","Energetic, ,Uplifted, ,Happy, ,Creative, ,Euphoric, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Headache, ",,295,226 people reported 1691 effects,,,"Portland, OR,Bend, OR,Klamath Falls, OR,Santa Ana, CA,Ada, OK,Ashland, OR,Beaverton, OR,Corvallis, OR,Cottage Grove, OR,Grants Pass, OR",Sativa,4.1 ,Kali Mist,,,,18.5
,,,,,,,6,,Sherbert,Gelato,"Seattle, WA,Eureka, CA,Everett, WA,Anacortes, WA,Bothell, WA,Longview, WA,San Francisco, CA,Belfair, WA,Bremerton, WA,Cathlamet, WA",Hybrid,4.5 ,Sherblato,,,,
--position:50.46960223322661%,,,,,,,60,,,,"Lompoc, CA,San Francisco, CA,Clearwater, FL,Miami, FL,Orlando, FL,Tujunga, CA,Anchorage, AK,Arcata, CA,Bonita Springs, FL,Boynton Beach, FL",Hybrid,4.5 ,Boss OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",19
--position:57.08627116917968%,,,,"70,%,65,%,49,%,44,%,42,%,29,%,26,%,26,%,18,%,12,%,34,%,21,%,9,%,8,%,1,%","Relaxed, ,Happy, ,Uplifted, ,Euphoric, ,Talkative, ,Depression, ,Stress, ,Pain, ,Anxiety, ,Inflammation, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Dizzy, ",,103,75 people reported 581 effects,GSC,Sour Diesel,"Everett, WA,Portland, OR,Seattle, WA,Eugene, OR,Astoria, OR,Salem, OR,Corvallis, OR,Lakeview, OR,Oregon City, OR,Puyallup, WA",Hybrid,4.5 ,Sour Cookies,"width:170%,width:114%,width:58%","Peppery,Herbal,Citrus","Caryophyllene,Myrcene,Limonene",21.5
--position:46.27872078341652%,,Cherry Grapefruit,Cherry Diesel,"61,%,51,%,42,%,41,%,34,%,35,%,30,%,26,%,24,%,18,%,31,%,15,%,10,%,5,%,4,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Hungry, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,334,238 people reported 1671 effects,Purple Afghani,OG Kush,"Portland, OR,Denver, CO,Chicopee, MA,Homewood, IL,San Francisco, CA,Battle Creek, MI,Chandler, AZ,De Beque, CO,Fort Collins, CO,Fraser, CO",Hybrid,4.1 ,Cherry Kush,"width:170%,width:114%,width:58%","Peppery,Hoppy,Herbal","Caryophyllene,Humulene,Myrcene",19
--position:2.4053057332940053%,,,,"77,%,42,%,35,%,32,%,30,%,42,%,42,%,40,%,32,%,25,%,15,%,7,%,5,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Pain, ,Stress, ,Insomnia, ,Depression, ,Anxiety, ,Dry mouth, ,Dizzy, ,Dry eyes, ",,51,40 people reported 283 effects,,,"Bellingham, WA,Chandler, AZ,Gresham, OR,Lake Havasu City, AZ,Los Angeles, CA,Moses Lake, WA,Mount Vernon, WA,Portland, OR,San Diego, CA,Vancouver, WA",Indica,4.7 ,Legend OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",21.5
,,,,,,,13,,Mendo Breath,Do-Si-Dos,"Eugene, OR,Portland, OR,Seattle, WA,Everett, WA,Los Angeles, CA,Oakland, CA,Renton, WA,Tulsa, OK,Bend, OR,Burton, MI",Hybrid,4.6 ,Peanut Butter Breath,"width:170%,width:114%,width:58%","Citrus,Peppery,Floral","Limonene,Caryophyllene,Linalool",24
--position:4.565486230065741%,,,,"68,%,44,%,43,%,38,%,26,%,42,%,37,%,35,%,30,%,28,%,27,%,11,%,5,%,4,%,2,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Stress, ,Insomnia, ,Pain, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",,332,217 people reported 1587 effects,,,"Seattle, WA,Ocean Shores, WA,Vancouver, WA,Bothell, WA,Ritzville, WA,Dayton, WA,Port Hadlock-Irondale, WA,Spokane, WA,Bremerton, WA,Ferndale, WA",Indica,4.4 ,Yoda OG,,,,19
--position:7.448646119550767%,,,,"67,%,49,%,49,%,47,%,30,%,41,%,36,%,35,%,33,%,23,%,35,%,21,%,7,%,5,%,4,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Uplifted, ,Stress, ,Insomnia, ,Anxiety, ,Pain, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,502,353 people reported 2787 effects,South Asian Indica,Afghani,"Seattle, WA,Spokane, WA,Longview, WA,Anacortes, WA,Arvada, CO,Bellingham, WA,Anchorage, AK,Kelso, WA,Mount Vernon, WA,Otis Orchards, WA",Indica,4.3 ,Vanilla Kush,"width:170%,width:114%,width:58%","Fruity,Peppery,Pine","Terpinolene,Caryophyllene,Pinene",18.5
--position:44.152158090547616%,,,,"68,%,55,%,45,%,39,%,31,%,35,%,29,%,27,%,24,%,13,%,27,%,12,%,5,%,4,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",,375,258 people reported 1941 effects,,,"Seattle, WA,Everett, WA,Portland, OR,Spokane, WA,Bellingham, WA,Mount Vernon, WA,Spokane Valley, WA,Liberty Lake, WA,Lynnwood, WA,Wenatchee, WA",Hybrid,4.3 ,Black Cherry Soda,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",18
--position:7.9418302710146165%,,,,"68,%,49,%,45,%,41,%,29,%,41,%,36,%,32,%,30,%,26,%,30,%,17,%,7,%,5,%,4,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Uplifted, ,Pain, ,Stress, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,310,218 people reported 1744 effects,,,"Denver, CO,Colorado Springs, CO,Bremerton, WA,Kelso, WA,Aurora, CO,Ayer, MA,Chickasha, OK,Durango, CO,Everson, WA,Fall River, MA",Indica,4.3 ,Violator Kush,,,,16
--position:0.6209680111438021%,,,,,,,12,,,,"Lawton, OK",Hybrid,4.8 ,'98 Aloha White Widow,,,,
--position:98.17720653841293%,,Toxic Punch,Rainbow Jones,"61,%,55,%,54,%,51,%,48,%,48,%,33,%,31,%,30,%,18,%,32,%,16,%,6,%,6,%,6,%","Uplifted, ,Happy, ,Energetic, ,Euphoric, ,Creative, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ","Easy,30 - 78,1 - 3,7 - 9",432,331 people reported 2631 effects,Thai,East Coast Sour Diesel,"Phoenix, AZ,Denver, CO,Apache Junction, AZ,Chandler, AZ,Durango, CO,Edmonds, WA,Maple Valley, WA,Mesa, AZ,Portland, OR,Scottsdale, AZ",Sativa,4.1 ,Casey Jones,,,,
--position:23.994525181323432%,,Grape Drink,Banana Hammock R1,"67,%,56,%,54,%,36,%,27,%,42,%,35,%,35,%,29,%,24,%,29,%,14,%,7,%,3,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,450,328 people reported 2526 effects,God Bud,Grapefruit,"Oklahoma City, OK,Fairhaven, MA,Tulsa, OK,, ,Denver, CO,Gardner, MA,Gunnison, CO,Jackson, MI,Morenci, MI,Norman, OK",Hybrid,4.2 ,Grape God,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",16
,,,,,,,7,,Agent Orange,Sherbert,"Seattle, WA,Anacortes, WA,Tacoma, WA,Fife, WA,Freeland, WA,Port Hadlock-Irondale, WA,Spokane Valley, WA,Beaverton, OR,Kingston, WA,Oak Harbor, WA",Hybrid,4.7 ,Poison Fruit,,,,
--position:19.879781484596016%,,,,"80,%,64,%,58,%,41,%,38,%,42,%,36,%,27,%,24,%,23,%,22,%,11,%,11,%,2,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Hungry, ,Pain, ,Stress, ,Anxiety, ,Lack of appetite, ,Depression, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Anxious, ,Paranoid, ",,135,77 people reported 640 effects,,,"Oklahoma City, OK,Langley, OK,Needham Heights, MA,Somerville, MA,Woodward, OK,Anchorage, AK,Chickasha, OK,Claremore, OK,Fairview, OK,Glendale, AZ",Indica,4.6 ,Snoop Dogg OG,,,,
--position:50.89385535151757%,,,,"42,%,42,%,42,%,37,%,34,%,31,%,28,%,20,%,17,%,14,%,22,%,17,%,2,%,2,%,2,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Focused, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Muscle spasms, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",,52,35 people reported 198 effects,Face Off OG,Jet Fuel,"Silver Spring, MD,Denver, CO,Baltimore, MD,Portland, OR,Southern CA, CA,Adrian, MI,Buffalo Grove, IL,Elmwood Park, IL,Middle River, MD,Puyallup, WA",Hybrid,4.4 ,Rocket Fuel,,,,
--position:19.381406032393155%,,,,"97,%,47,%,47,%,38,%,36,%,58,%,55,%,38,%,36,%,30,%,50,%,22,%,5,%,5,%,5,%","Relaxed, ,Uplifted, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Muscle spasms, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",,50,36 people reported 392 effects,The White,Original Glue,"Phoenix, AZ,Detroit, MI,Seattle, WA,Spanaway, WA,Spokane, WA,Astoria, OR,Battle Creek, MI,Bellingham, WA,Biddeford, ME,Coos Bay, OR",Hybrid,4.5 ,Elmer's Glue,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",18
--position:42.45320422736539%,,,,"69,%,64,%,53,%,51,%,41,%,29,%,24,%,23,%,21,%,19,%,30,%,13,%,6,%,3,%,2,%","Relaxed, ,Happy, ,Uplifted, ,Euphoric, ,Focused, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",,128,82 people reported 636 effects,Himalayan Gold,White Widow,"Seattle, WA,Mount Vernon, WA,Rockville, MD,Santa Cruz, CA,Baltimore, MD,Bellingham, WA,Clarkston, WA,Danville, CA,Ephrata, WA,Everett, WA",Hybrid,4.7 ,White Gold,,,,
--position:45.12395993971742%,,Dr. Quantum,River Song,"66,%,53,%,46,%,43,%,29,%,36,%,33,%,25,%,25,%,14,%,18,%,8,%,3,%,3,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Headaches, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,461,328 people reported 2389 effects,Mad Scientist,Timewreck,"Seattle, WA,Phoenix, AZ,Portland, OR,Spokane, WA,Chandler, AZ,Vancouver, WA,Tacoma, WA,Tucson, AZ,Buckley, WA,Burlington, WA",Hybrid,4.5 ,Dr. Who,"width:170%,width:114%,width:58%","Herbal,Pine,Citrus","Myrcene,Pinene,Limonene",19.5
--position:3.4995560480285404%,,,,"67,%,50,%,49,%,48,%,35,%,48,%,44,%,39,%,27,%,21,%,25,%,13,%,8,%,2,%,2,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Insomnia, ,Pain, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",,147,108 people reported 848 effects,,,"Portland, OR,Chandler, AZ,Corvallis, OR,Eugene, OR,Phoenix, AZ,Springfield, OR,Beaverton, OR,Chickasha, OK,Hood River, OR,Lincoln City, OR",Indica,4.2 ,Platinum Purple Kush,,,,
--position:7.180355266563032%,,,,"43,%,28,%,22,%,22,%,16,%,27,%,20,%,16,%,16,%,13,%,17,%,13,%,3,%,2,%,1,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Focused, ,Stress, ,Pain, ,Headaches, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,118,87 people reported 369 effects,DJ Short Blueberry,Big Bud,"Las Vegas, NV,Oklahoma City, OK,Los Angeles, CA,Lynnwood, WA,San Francisco, CA,Spokane Valley, WA,Carson City, NV,Moore, OK,Santa Ana, CA,Tulsa, OK",Indica,4.6 ,Hardcore OG,"width:170%,width:114%,width:58%","Citrus,Herbal,Peppery","Limonene,Myrcene,Caryophyllene",20.5
--position:89.02429695790597%,,,,"52,%,49,%,48,%,42,%,31,%,37,%,33,%,27,%,27,%,15,%,27,%,15,%,3,%,3,%,2,%","Uplifted, ,Euphoric, ,Happy, ,Relaxed, ,Energetic, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Nausea, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,199,148 people reported 1076 effects,,,"Seattle, WA,Denver, CO,Bellevue, WA,Dinosaur, CO,Kirkland, WA,Aurora, CO,Boulder, CO,Freeland, WA,Lynnwood, WA,Mountlake Terrace, WA",Sativa,4.4 ,Lemon G,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",19
--position:81.25115143024463%,,,,"62,%,58,%,51,%,49,%,41,%,37,%,37,%,23,%,20,%,14,%,19,%,11,%,4,%,4,%,3,%","Happy, ,Euphoric, ,Uplifted, ,Relaxed, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,315,221 people reported 1713 effects,Strawberry Diesel,OG Kush,"Denver, CO,Portland, OR,Longmont, CO,Seattle, WA,Tulsa, OK,Everett, WA,Renton, WA,Ritzville, WA,Rockville, MD,Spokane, WA",Hybrid,4.5 ,Bruce Banner #3,"width:170%,width:114%,width:58%","Peppery,Herbal,Citrus","Caryophyllene,Myrcene,Limonene",22.5
--position:2.428162077875373%,,,,"71,%,52,%,41,%,36,%,24,%,31,%,28,%,26,%,24,%,21,%,19,%,10,%,5,%,3,%,2,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Insomnia, ,Pain, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",,228,158 people reported 1018 effects,Purple Afghani,Hindu Kush,"Portland, OR,Eugene, OR,Salem, OR,Ferndale, WA,Everson, WA,Shawnee, OK,Beaverton, OR,McMinnville, OR,Astoria, OR,Medford, OR",Indica,4.7 ,Purple Hindu Kush,"width:170%,width:114%,width:58%","Citrus,Peppery,Pine","Limonene,Caryophyllene,Pinene",20
--position:68.01563377429403%,,,,"60,%,56,%,52,%,46,%,28,%,35,%,28,%,28,%,28,%,15,%,23,%,17,%,6,%,3,%,2,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Energetic, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Nausea, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",,336,241 people reported 1735 effects,Blueberry,Sour Diesel,"Portland, OR,Denver, CO,Eugene, OR,Kingston, WA,Salem, OR,Santa Ana, CA,Seattle, WA,Spokane, WA,Bellingham, WA,Beaverton, OR",Hybrid,4.1 ,Blueberry Diesel,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",16.5
--position:16.392977110840405%,,,,"73,%,60,%,51,%,47,%,37,%,26,%,25,%,23,%,20,%,15,%,31,%,15,%,6,%,6,%,5,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Pain, ,Stress, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",,127,91 people reported 674 effects,,,"Portland, OR,Anacortes, WA,Glendale, AZ,Phoenix, AZ,Santa Cruz, CA,Wenatchee, WA,Aberdeen, WA,Ardmore, OK,Bartlesville, OK,Bay City, MI",Indica,4.3 ,Phantom OG,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",18
--position:32.27399329335378%,,,,"76,%,60,%,47,%,41,%,31,%,26,%,20,%,17,%,15,%,15,%,20,%,9,%,6,%,1,%,1,%","Relaxed, ,Happy, ,Uplifted, ,Euphoric, ,Hungry, ,Stress, ,Anxiety, ,Depression, ,Fatigue, ,Migraines, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",,98,63 people reported 409 effects,Grapefruit,Blueberry,"Vancouver, WA,Seattle, WA,Spokane, WA,Bellingham, WA,Spokane Valley, WA,Wenatchee, WA,Portland, OR,Everett, WA,Friday Harbor, WA,Otis Orchards-East Farms, WA",Hybrid,4.5 ,Fruit Loops,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",20.5
--position:18.68202136935131%,,,,"78,%,62,%,51,%,37,%,34,%,38,%,36,%,29,%,24,%,22,%,24,%,11,%,5,%,3,%,2,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Creative, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,156,106 people reported 884 effects,Chemdog,Granddaddy Purple,"Bridgewater, MA,Washington, DC,Wenatchee, WA",Indica,4.4 ,Purple Chemdawg,,,,
--position:35.88821473276983%,,Rebel Berry OG,Shurman,"61,%,59,%,47,%,41,%,35,%,33,%,28,%,26,%,23,%,22,%,27,%,12,%,8,%,7,%,4,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,251,180 people reported 1323 effects,Cheese,Blueberry,"Seattle, WA,Tacoma, WA,Eugene, OR,Spokane Valley, WA,Spokane, WA,Bellingham, WA,Bothell, WA,Everett, WA,Medford, OR,Columbus, OH",Hybrid,4.2 ,Blueberry Cheesecake,,,,18.5
--position:85.36967094744803%,,,,"67,%,52,%,51,%,47,%,33,%,35,%,25,%,25,%,22,%,17,%,20,%,13,%,8,%,7,%,5,%","Happy, ,Euphoric, ,Uplifted, ,Relaxed, ,Energetic, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Headaches, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",,92,68 people reported 487 effects,,,"Lompoc, CA,Los Angeles, CA,Tulsa, OK,Anacortes, WA,Camano Island, WA,Seattle, WA,Eureka, CA,Everett, WA,Hooker, OK,Mountlake Terrace, WA",Sativa,4.3 ,Hawaiian Punch,,,,
--position:14.767466300711952%,,,,"78,%,65,%,62,%,39,%,31,%,35,%,33,%,31,%,25,%,17,%,25,%,12,%,7,%,4,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Pain, ,Stress, ,Insomnia, ,Depression, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ","Easy,30 - 78,3 - 6,7 - 9",193,127 people reported 1094 effects,Tahoe Alien,Sour Dubble,"Denver, CO,Portland, OR,Shoreline, WA,Stanwood, WA,Chicago, IL,Everett, WA,Grants Pass, OR,Salem, OR,Medford, OR,Colorado Springs, CO",Hybrid,4.7 ,Alien Rock Candy,,,,19.5
